ensembl_gene_id	chromosome_name	gene_biotype	description	protein_id	go_id
274	AAEL007662	1	protein_coding	casein kinase [Source:VB Community Annotation]	EAT40625.1	GO:0004674
275	AAEL007662	1	protein_coding	casein kinase [Source:VB Community Annotation]	EAT40625.1	GO:0004672
276	AAEL007662	1	protein_coding	casein kinase [Source:VB Community Annotation]	EAT40625.1	GO:0006468
277	AAEL007747	NIGP01001876	protein_coding			
278	AAEL008395	NIGP01001053	protein_coding			GO:0005515
279	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0051087
280	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0005743
281	AAEL008412	NIGP01001909	protein_coding	Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:Q16YW1]	EAT39827.1	GO:0030150
282	AAEL008454	NIGP01001031	protein_coding		EAT39764.1	GO:0003824
283	AAEL008454	NIGP01001031	protein_coding		EJY57752.1	GO:0003824
284	AAEL009314	NIGP01001678	protein_coding	adenylate cyclase [Source:VB Community Annotation]	EAT38831.1	GO:0016021
285	AAEL009314	NIGP01001678	protein_coding	adenylate cyclase [Source:VB Community Annotation]	EAT38831.1	GO:0055085
286	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0005524
287	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0016020
288	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0016021
289	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0004675
290	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0004672
291	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0007178
292	AAEL009339	NIGP01000080	protein_coding	activin receptor type I, putative [Source:VB Community Annotation]		GO:0006468
293	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
294	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
295	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
296	AAEL009762	1	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
297	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0016787
298	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0046872
299	AAEL009764	1	protein_coding	xaa-pro aminopeptidase [Source:VB Community Annotation]		GO:0070006
300	AAEL009765	1	protein_coding	choline/ethanolamine kinase [Source:VB Community Annotation]	EAT38330.1	
301	AAEL009766	1	protein_coding	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase [Source:VB Community Annotation]	EAT38329.1	GO:0016746
302	AAEL009767	1	protein_coding		EAT38332.1	GO:0005515
303	AAEL009769	1	protein_coding		EAT38331.1	GO:0005515
304	AAEL009987	NIGP01000650	protein_coding			GO:0046872
305	AAEL010461	NIGP01000470	protein_coding			
306	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0005524
307	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0016021
308	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0004672
309	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0007169
310	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0004713
311	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0005003
312	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0006468
313	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0005515
314	AAEL010711	1	protein_coding	eph receptor tyrosine kinase [Source:VB Community Annotation]		GO:0005887
315	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0055114
316	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0005506
317	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0020037
318	AAEL010946	NIGP01000958	protein_coding	cytochrome P450 [Source:VB Community Annotation]		GO:0016705
319	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0015078
320	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0015991
321	AAEL011025	NIGP01000976	protein_coding	vacuolar ATP synthase subunit ac39 [Source:VB Community Annotation]	EAT36933.1	GO:0033179
322	AAEL011196	1	protein_coding			GO:0005515
323	AAEL011197	1	protein_coding	actin [Source:VB Community Annotation]	EAT36735.1	GO:0005524
324	AAEL011197	1	protein_coding	actin [Source:VB Community Annotation]	EAT36736.1	GO:0005524
325	AAEL011198	1	protein_coding	mitochondrial ribosomal protein, L38, putative [Source:VB Community Annotation]	EAT36733.1	
326	AAEL011199	1	protein_coding		EAT36739.1	GO:0030488
327	AAEL011199	1	protein_coding		EAT36739.1	GO:0008168
328	AAEL011199	1	protein_coding		EAT36739.1	GO:0008033
329	AAEL011199	1	protein_coding		EAT36739.1	GO:0106050
330	AAEL011200	1	protein_coding		EAT36740.1	
331	AAEL011201	1	protein_coding			
332	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0006355
333	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0008134
334	AAEL011202	1	protein_coding	bhlhzip transcription factor bigmax [Source:VB Community Annotation]	EAT36737.1	GO:0046983
335	AAEL011203	1	protein_coding			GO:0016021
336	AAEL011203	1	protein_coding			GO:0016491
337	AAEL011203	1	protein_coding			GO:0055114
338	AAEL011203	1	protein_coding			GO:0051537
339	AAEL011204	1	protein_coding	xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:VB Community Annotation]	EAT36732.1	GO:0016021
340	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0016787
341	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0005737
342	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0006520
343	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36741.1	GO:0004046
344	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0016787
345	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0005737
346	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0006520
347	AAEL011206	1	protein_coding	aminoacylase, putative [Source:VB Community Annotation]	EAT36742.1	GO:0004046
348	AAEL011287	1	protein_coding	ubiquitin specific protease [Source:VB Community Annotation]		GO:0006511
349	AAEL011287	1	protein_coding	ubiquitin specific protease [Source:VB Community Annotation]		GO:0036459
350	AAEL011287	1	protein_coding	ubiquitin specific protease [Source:VB Community Annotation]		GO:0016579
351	AAEL011288	1	protein_coding	elongation factor 1 gamma [Source:VB Community Annotation]	EAT36644.1	GO:0003746
352	AAEL011288	1	protein_coding	elongation factor 1 gamma [Source:VB Community Annotation]	EAT36644.1	GO:0006414
353	AAEL011288	1	protein_coding	elongation factor 1 gamma [Source:VB Community Annotation]	EAT36644.1	GO:0005515
354	AAEL011289	1	protein_coding		EAT36645.1	GO:0005524
355	AAEL011289	1	protein_coding		EAT36645.1	GO:0016887
356	AAEL011292	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT36641.1	GO:0008270
357	AAEL011292	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT36641.1	GO:0006508
358	AAEL011292	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT36641.1	GO:0004177
359	AAEL011292	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT36641.1	GO:0008237
360	AAEL011293	1	protein_coding	vitamin-K-epoxide reductase (warfarin-sensitive), putative [Source:VB Community Annotation]	EAT36646.1	GO:0016021
361	AAEL011352	1	protein_coding			GO:0005739
362	AAEL011352	1	protein_coding			GO:0006260
363	AAEL011352	1	protein_coding			GO:0006281
364	AAEL011355	1	protein_coding	carnitine o-acetyltransferase [Source:VB Community Annotation]	EAT36562.1	GO:0016746
365	AAEL011356	1	protein_coding	alcohol dehydrogenase [Source:VB Community Annotation]		GO:0005737
366	AAEL011356	1	protein_coding	alcohol dehydrogenase [Source:VB Community Annotation]		GO:0016491
367	AAEL011356	1	protein_coding	alcohol dehydrogenase [Source:VB Community Annotation]		GO:0055114
368	AAEL011356	1	protein_coding	alcohol dehydrogenase [Source:VB Community Annotation]		GO:0047522
369	AAEL011356	1	protein_coding	alcohol dehydrogenase [Source:VB Community Annotation]		GO:0032440
370	AAEL011357	1	protein_coding	maintenance of killer 16 (mak16) protein [Source:VB Community Annotation]		
371	AAEL011359	1	protein_coding	nfat [Source:VB Community Annotation]		GO:0003677
372	AAEL011359	1	protein_coding	nfat [Source:VB Community Annotation]		GO:0006355
373	AAEL011359	1	protein_coding	nfat [Source:VB Community Annotation]		GO:0003700
374	AAEL011361	1	protein_coding		EAT36560.1	GO:0003682
375	AAEL011361	1	protein_coding		EAT36560.1	GO:0045892
376	AAEL011361	1	protein_coding		EAT36560.1	GO:0007219
377	AAEL011362	1	protein_coding		EAT36568.1	GO:0008270
378	AAEL011362	1	protein_coding		EAT36568.1	GO:0005634
379	AAEL011362	1	protein_coding		EAT36568.1	GO:0003676
380	AAEL011377	1	protein_coding			
381	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0055114
382	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0046872
383	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0006744
384	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0016709
385	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EAT36532.1	GO:0031314
386	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0055114
387	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0046872
388	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0006744
389	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0016709
390	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58165.1	GO:0031314
391	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0055114
392	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0046872
393	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0006744
394	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0016709
395	AAEL011379	1	protein_coding	coenzyme q10 biosynthesis protein [Source:VB Community Annotation]	EJY58166.1	GO:0031314
396	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0055114
397	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0016651
398	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0048038
399	AAEL011381	1	protein_coding	NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2) [Source:VB Community Annotation]	EAT36538.1	GO:0051287
400	AAEL011382	1	protein_coding	116 kda U5 small nuclear ribonucleoprotein component [Source:UniProtKB/TrEMBL;Acc:Q16Q70]	EAT36536.1	GO:0003924
401	AAEL011382	1	protein_coding	116 kda U5 small nuclear ribonucleoprotein component [Source:UniProtKB/TrEMBL;Acc:Q16Q70]	EAT36536.1	GO:0005525
402	AAEL011383	1	protein_coding	MAGE-41 protein, putative [Source:VB Community Annotation]	EAT36535.1	
403	AAEL011385	1	protein_coding			
404	AAEL011386	1	protein_coding		EAT36533.1	
405	AAEL011386	1	protein_coding		EAT36534.1	
406	AAEL011387	1	protein_coding	leucine-rich repeat [Source:VB Community Annotation]		GO:0005515
407	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0000814
408	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0071985
409	AAEL011388	1	protein_coding	Vacuolar-sorting protein SNF8 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FT08]		GO:0043328
410	AAEL011389	1	protein_coding		EAT36537.1	GO:0006661
411	AAEL011389	1	protein_coding		EAT36537.1	GO:0070772
412	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0003735
413	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0006412
414	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0005840
415	AAEL011390	1	protein_coding	mitochondrial ribosomal protein, L9, putative [Source:VB Community Annotation]	EAT36540.1	GO:0005622
416	AAEL011718	1	protein_coding			
417	AAEL011719	1	protein_coding			GO:0031080
418	AAEL011719	1	protein_coding			GO:0005515
419	AAEL011728	1	protein_coding			GO:0016020
420	AAEL011728	1	protein_coding			GO:0003824
421	AAEL011728	1	protein_coding			GO:0005509
422	AAEL011728	1	protein_coding			GO:0004571
423	AAEL011730	1	protein_coding	odorant-binding protein 99c, putative [Source:VB Community Annotation]		GO:0005549
424	AAEL011751	NIGP01000838	protein_coding	ccar1 [Source:VB Community Annotation]		GO:0006355
425	AAEL011754	NIGP01000599	protein_coding			
426	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0016491
427	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0055114
428	AAEL011756	NIGP01001914	protein_coding	aldehyde dehydrogenase [Source:VB Community Annotation]	EAT36141.1	GO:0016620
429	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0005524
430	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0004674
431	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0004672
432	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35758.1	GO:0006468
433	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0005524
434	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0004674
435	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0004672
436	AAEL012094	1	protein_coding	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	EAT35759.1	GO:0006468
437	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0005524
438	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0016787
439	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0005737
440	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0030163
441	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0000502
442	AAEL012095	1	protein_coding	26S protease regulatory subunit [Source:VB Community Annotation]	EAT35749.1	GO:0036402
443	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0016021
444	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0055085
445	AAEL012098	1	protein_coding	synaptic vesicle protein [Source:VB Community Annotation]		GO:0022857
446	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008270
447	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0006508
448	AAEL012099	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008237
449	AAEL012100	1	protein_coding		EAT35745.1	GO:0003723
450	AAEL012100	1	protein_coding		EAT35745.1	GO:0003676
451	AAEL012102	1	protein_coding		EAT35761.1	
452	AAEL012103	1	protein_coding			GO:0008270
453	AAEL012103	1	protein_coding			GO:0016021
454	AAEL012103	1	protein_coding			GO:0006508
455	AAEL012103	1	protein_coding			GO:0008237
456	AAEL012104	1	protein_coding			GO:0005515
457	AAEL012105	1	protein_coding	Zinc finger protein-like 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16N38]	EAT35748.1	GO:0016021
458	AAEL012105	1	protein_coding	Zinc finger protein-like 1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q16N38]	EAT35748.1	GO:0046872
459	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0008270
460	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0003723
461	AAEL012107	1	protein_coding	nanos [Source:VB Community Annotation]	EAT35750.1	GO:0006417
462	AAEL012109	1	protein_coding	sucrose transport protein [Source:VB Community Annotation]		
463	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008270
464	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0016021
465	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0006508
466	AAEL012110	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]		GO:0008237
467	AAEL012217	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT35628.1	GO:0008270
468	AAEL012217	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT35628.1	GO:0006508
469	AAEL012217	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT35628.1	GO:0004177
470	AAEL012217	1	protein_coding	protease m1 zinc metalloprotease [Source:VB Community Annotation]	EAT35628.1	GO:0008237
471	AAEL012233	1	protein_coding			GO:0046983
472	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0005730
473	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0000027
474	AAEL012235	NIGP01000214	protein_coding	Ribosome biogenesis protein NOP53 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FVP6]		GO:0005654
475	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0005524
476	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0004674
477	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0004672
478	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT35497.1	GO:0006468
479	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0005524
480	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0004674
481	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0004672
482	AAEL012339	NIGP01000763	protein_coding	cdk1 [Source:VB Community Annotation]	EAT34426.1	GO:0006468
483	AAEL012595	1	protein_coding			
484	AAEL012718	1	protein_coding	Putative progestin and adipoq receptor family member 4 [Source:UniProtKB/TrEMBL;Acc:A0A0P6ITR0]		GO:0016021
485	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0016021
486	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0007186
487	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0004930
488	AAEL012796	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0001607
489	AAEL012962	1	protein_coding	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]		GO:0005524
490	AAEL012962	1	protein_coding	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]		GO:0003676
491	AAEL012962	1	protein_coding	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]		GO:0004386
492	AAEL012964	1	protein_coding			
493	AAEL013135	NIGP01001407	protein_coding	chromodomain helicase DNA binding protein [Source:VB Community Annotation]		GO:0005524
494	AAEL013369	1	protein_coding		EAT34381.1	GO:0016192
495	AAEL013369	1	protein_coding		EAT34381.1	GO:0030008
496	AAEL013679	1	protein_coding	coilin-interacting nulcear ATPase protein, putative [Source:VB Community Annotation]	EAT34059.1	GO:0005634
497	AAEL013679	1	protein_coding	coilin-interacting nulcear ATPase protein, putative [Source:VB Community Annotation]	EAT34059.1	GO:0005524
498	AAEL013679	1	protein_coding	coilin-interacting nulcear ATPase protein, putative [Source:VB Community Annotation]	EAT34059.1	GO:0016887
499	AAEL013679	1	protein_coding	coilin-interacting nulcear ATPase protein, putative [Source:VB Community Annotation]	EAT34059.1	GO:0004017
500	AAEL013839	1	protein_coding		EAT33890.1	
501	AAEL013839	1	protein_coding			
502	AAEL013840	1	protein_coding			GO:0008083
503	AAEL013840	1	protein_coding			GO:0016020
504	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0008270
505	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0005524
506	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0016020
507	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0016021
508	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0006508
509	AAEL013841	1	protein_coding	paraplegin [Source:VB Community Annotation]		GO:0004222
510	AAEL013842	1	protein_coding		EAT33889.1	GO:0046872
511	AAEL013842	1	protein_coding		EAT33889.1	GO:0003676
512	AAEL013844	1	protein_coding	diazepam binding inhibitor, putative [Source:VB Community Annotation]		GO:0000062
513	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0007165
514	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0016301
515	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0035556
516	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0003951
517	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0007205
518	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0004143
519	AAEL013847	1	protein_coding	diacylglycerol kinase, zeta, iota [Source:VB Community Annotation]		GO:0005515
520	AAEL013894	1	protein_coding			GO:0016747
521	AAEL014054	NIGP01002215	protein_coding		EAT33670.1	
522	AAEL014130	1	protein_coding		EAT33596.1	GO:0008154
523	AAEL014130	1	protein_coding		EAT33596.1	GO:0005515
524	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0005524
525	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0008017
526	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0003777
527	AAEL014134	1	protein_coding	kinesin heavy chain [Source:VB Community Annotation]		GO:0007018
528	AAEL014198	1	protein_coding	cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Source:VB Community Annotation]	EAT33524.1	GO:0016020
529	AAEL014198	1	protein_coding	cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Source:VB Community Annotation]	EAT33524.1	GO:0016021
530	AAEL014198	1	protein_coding	cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Source:VB Community Annotation]	EAT33524.1	GO:0016780
531	AAEL014198	1	protein_coding	cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Source:VB Community Annotation]	EAT33524.1	GO:0008654
532	AAEL014201	1	protein_coding	chaperone protein, putative [Source:VB Community Annotation]	EAT33523.1	GO:0032981
533	AAEL014719	1	protein_coding	inosine-uridine preferring nucleoside hydrolase [Source:VB Community Annotation]		GO:0016021
534	AAEL014720	1	protein_coding			
535	AAEL015077	1	protein_coding	WD and tetratricopeptide repeat protein [Source:VB Community Annotation]	EAT32700.1	GO:0005515
536	AAEL015411	1	protein_coding	glutamine-dependent NAD(+) synthetase [Source:VB Community Annotation]		GO:0005524
537	AAEL015411	1	protein_coding	glutamine-dependent NAD(+) synthetase [Source:VB Community Annotation]		GO:0006807
538	AAEL015411	1	protein_coding	glutamine-dependent NAD(+) synthetase [Source:VB Community Annotation]		GO:0009435
539	AAEL015411	1	protein_coding	glutamine-dependent NAD(+) synthetase [Source:VB Community Annotation]		GO:0003952
540	AAEL015458	1	protein_coding	transferrin [Source:VB Community Annotation]		GO:0006811
541	AAEL015458	1	protein_coding	transferrin [Source:VB Community Annotation]		GO:0005576
542	AAEL015458	1	protein_coding	transferrin [Source:VB Community Annotation]		GO:0005615
543	AAEL015458	1	protein_coding	transferrin [Source:VB Community Annotation]		GO:0046872
544	AAEL015458	1	protein_coding	transferrin [Source:VB Community Annotation]		GO:0055072
545	AAEL016969	1	protein_coding			
546	AAEL017048	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0016021
547	AAEL017048	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0007186
548	AAEL017048	1	protein_coding	GPCR Growth Hormone Releasing Hormone Family [Source:VB Community Annotation]		GO:0004930
549	AAEL017167	1	protein_coding	GPCR HE6-like Family [Source:VB Community Annotation]		GO:0016021
550	AAEL017167	1	protein_coding	GPCR HE6-like Family [Source:VB Community Annotation]		GO:0007186
